address,apartment_number,block,gross_square_feet,lot,neighborhood,sale_date,sale_price,year_built
"326 E 73RD STREET, 3A                    ",            ,1447,0.0,37,Upper East Side (59-79),2006-11-02,300000,1910.0
"308 EAST 73RD STREET, 1-A                ",            ,1447,0.0,46,Upper East Side (59-79),2006-09-15,2505000,1910.0
"308 EAST 73RD STREET, 2A                 ",            ,1447,0.0,46,Upper East Side (59-79),2006-11-02,425000,1910.0
"317 EAST 73RD STREET, 1FW                ",            ,1448,0.0,12,Upper East Side (59-79),2006-05-24,318000,1910.0
"317 EAST 73 STREET, 2RE                  ",            ,1448,0.0,12,Upper East Side (59-79),2006-07-10,300000,1910.0
"338 EAST 78TH STREET, 4R                 ",            ,1452,0.0,37,Upper East Side (59-79),2006-07-20,555000,1910.0
"338 EAST 78 STREET, 2R                   ",            ,1452,0.0,37,Upper East Side (59-79),2006-08-25,610000,1910.0
"408 EAST 73RD STREET, 5A                 ",            ,1467,0.0,42,Upper East Side (59-79),2006-05-11,279000,1910.0
"408 EAST 73RD   STREET, 2C               ",            ,1467,0.0,42,Upper East Side (59-79),2006-12-15,262500,1910.0
"408 EAST 73 STREET, 4B                   ",            ,1467,0.0,42,Upper East Side (59-79),2006-12-08,210000,1910.0
"419 EAST 78 STREET, 1B                   ",            ,1473,0.0,13,Upper East Side (59-79),2006-08-15,550000,1910.0
"419 EAST 78 STREET, 4B                   ",            ,1473,0.0,13,Upper East Side (59-79),2006-11-09,210000,1910.0
"527 EAST 72ND STREET, 3CD                ",            ,1484,0.0,19,Upper East Side (59-79),2006-01-05,735000,1910.0
"527 EAST 72ND STREET, 1,2CD              ",            ,1484,0.0,19,Upper East Side (59-79),2006-05-24,735000,1910.0
"535 EAST 72ND STREET, 4A                 ",            ,1484,0.0,23,Upper East Side (59-79),2006-05-24,470000,1910.0
"535 EAST 72ND STREET, 1A                 ",            ,1484,0.0,23,Upper East Side (59-79),2006-06-08,2450000,1910.0
"535 EAST 72ND STREET, 3C                 ",            ,1484,0.0,23,Upper East Side (59-79),2006-09-12,795000,1910.0
"509 EAST 77TH STREET, 4L                 ",            ,1489,0.0,8,Upper East Side (59-79),2006-01-04,299000,1900.0
"517 EAST 77TH STREET, 6P                 ",            ,1489,0.0,8,Upper East Side (59-79),2006-03-21,267500,1900.0
"517 EAST 77 STREET, 5D                   ",            ,1489,0.0,8,Upper East Side (59-79),2006-05-04,399000,1900.0
"509 EAST 77TH STREET, 4H                 ",            ,1489,0.0,8,Upper East Side (59-79),2006-04-28,361553,1900.0
"517 EAST 77 STREET, 5I                   ",            ,1489,0.0,8,Upper East Side (59-79),2006-05-24,390000,1900.0
"509 EAST 77TH STREET, 4G                 ",            ,1489,0.0,8,Upper East Side (59-79),2006-06-13,295000,1900.0
"517 EAST 77 STREET, 2G                   ",            ,1489,0.0,8,Upper East Side (59-79),2006-08-01,295000,1900.0
"517 EAST 77TH STREET, 3J                 ",            ,1489,0.0,8,Upper East Side (59-79),2006-08-29,545000,1900.0
"509 EAST 77TH STREET, 5J                 ",            ,1489,0.0,8,Upper East Side (59-79),2006-09-08,577500,1900.0
"508 EAST 78 STREET, 3L                   ",            ,1489,0.0,37,Upper East Side (59-79),2006-01-04,299000,1910.0
"516 EAST 78TH STREET, 4H                 ",            ,1489,0.0,37,Upper East Side (59-79),2006-03-01,355000,1910.0
"508 EAST 78TH STREET, 5D                 ",            ,1489,0.0,37,Upper East Side (59-79),2006-03-03,369000,1910.0
"508 EAST 78 STREET, 3-H                  ",            ,1489,0.0,37,Upper East Side (59-79),2006-08-22,310000,1910.0
"516 EAST 78TH STREET, 3F                 ",            ,1489,0.0,37,Upper East Side (59-79),2006-12-07,499000,1910.0
"508 EAST 78TH   STREET, 3H               ",            ,1489,0.0,37,Upper East Side (59-79),2006-10-01,370000,1910.0
"516 EAST 78TH   STREET, 6G               ",            ,1489,0.0,37,Upper East Side (59-79),2006-04-28,327500,1910.0
"508 EAST 78 STREET, 4E                   ",            ,1489,0.0,37,Upper East Side (59-79),2006-07-25,296452,1910.0
"45 EAST 66 STREET, RESID                 ",            ,1381,0.0,1104,Upper East Side (59-79),2006-06-21,1221900,1941.0
"45 EAST 66 STREET, RESID                 ",            ,1381,0.0,1104,Upper East Side (59-79),2006-08-04,2950000,1941.0
"20 EAST 68TH STREET, RES                 ",            ,1382,0.0,1003,Upper East Side (59-79),2006-03-30,1246080,1955.0
"20 EAST 68 STREET, RES                   ",            ,1382,0.0,1003,Upper East Side (59-79),2006-05-04,1800000,1955.0
"20 EAST 68 STREET, RES                   ",            ,1382,0.0,1003,Upper East Side (59-79),2006-07-31,3000000,1955.0
"20 EAST 68TH STREET, RES                 ",            ,1382,0.0,1003,Upper East Side (59-79),2006-10-31,1235468,1955.0
"33 EAST 70TH STREET, 3E                  ",            ,1385,0.0,1102,Upper East Side (59-79),2006-09-21,7250000,0.0
"166 EAST 61ST STREET, 9L                 ",            ,1395,0.0,1002,Upper East Side (59-79),2006-01-18,360000,1963.0
"1010 3 AVENUE, 9F                        ",            ,1395,0.0,1002,Upper East Side (59-79),2006-03-29,1037000,1963.0
"1010 3 AVENUE, A-RES                     ",            ,1395,0.0,1002,Upper East Side (59-79),2006-04-13,439000,1963.0
"166 EAST 61ST STREET, 7K                 ",            ,1395,0.0,1002,Upper East Side (59-79),2006-04-26,367500,1963.0
"166 EAST 61ST STREET, 4LM                ",            ,1395,0.0,1002,Upper East Side (59-79),2006-06-06,850000,1963.0
"166 EAST 61ST STREET, 5-C                ",            ,1395,0.0,1002,Upper East Side (59-79),2006-09-08,400250,1963.0
"1010 3 AVENUE, A-RES                     ",            ,1395,0.0,1002,Upper East Side (59-79),2006-07-17,967500,1963.0
"1010 3 AVENUE, A-RES                     ",            ,1395,0.0,1002,Upper East Side (59-79),2006-03-23,496860,1963.0
"1010 3 AVENUE, A-RES                     ",            ,1395,0.0,1002,Upper East Side (59-79),2006-12-22,1350000,1963.0
"130 EAST 63 STREET, RES                  ",            ,1397,0.0,1402,Upper East Side (59-79),2006-05-03,655000,1960.0
"139 EAST 63RD STREET, RES                ",            ,1398,0.0,1303,Upper East Side (59-79),2006-03-16,695000,1961.0
"1156 3 AVENUE, RES                       ",            ,1402,0.0,1002,Upper East Side (59-79),2006-03-23,311000,1965.0
"1156 3 AVENUE, RES                       ",            ,1402,0.0,1002,Upper East Side (59-79),2006-04-03,639337,1965.0
"1160 3 AVENUE, 3H                        ",            ,1402,0.0,1002,Upper East Side (59-79),2006-05-02,497000,1965.0
"1160 THIRD AVENUE, 6J                    ",            ,1402,0.0,1002,Upper East Side (59-79),2006-07-25,557000,1965.0
"1160 3 AVENUE, D                         ",            ,1402,0.0,1002,Upper East Side (59-79),2006-09-14,1345000,1965.0
"1160 THIRD AVENUE, 16J                   ",            ,1402,0.0,1002,Upper East Side (59-79),2006-09-28,562000,1965.0
"1156 3 AVENUE, RES                       ",            ,1402,0.0,1002,Upper East Side (59-79),2006-08-22,542500,1965.0
"1156 3 AVENUE, RES                       ",            ,1402,0.0,1002,Upper East Side (59-79),2006-11-15,545000,1965.0
"1160 3 AVENUE, 2J                        ",            ,1402,0.0,1002,Upper East Side (59-79),2006-12-04,425000,1965.0
"1040 LEXINGTON AVENUE, 5C                ",            ,1409,0.0,1103,Upper East Side (59-79),2006-06-01,2700000,1929.0
"1036 LEXINGTON AVENUE, RES               ",            ,1409,0.0,1203,Upper East Side (59-79),2006-07-24,2193049,1924.0
"136 EAST 76TH STREET, 15A                ",            ,1410,0.0,1010,Upper East Side (59-79),2006-02-16,707000,1961.0
"1068 LEXINGTON AVENUE, 9B                ",            ,1410,0.0,1010,Upper East Side (59-79),2006-03-08,760000,1961.0
"136 EAST 76TH STREET, PHB/C              ",            ,1410,0.0,1010,Upper East Side (59-79),2006-05-01,3300000,1961.0
"136 EAST 76TH STREET, 14B                ",            ,1410,0.0,1010,Upper East Side (59-79),2006-05-10,2250000,1961.0
"136 EAST 76TH STREET, 9F                 ",            ,1410,0.0,1010,Upper East Side (59-79),2006-12-18,1050000,1961.0
"136 EAST 76TH STREET, 11G                ",            ,1410,0.0,1010,Upper East Side (59-79),2006-12-21,550000,1961.0
"170 EAST 78 STREET, RES                  ",            ,1412,0.0,1002,Upper East Side (59-79),2006-03-15,2050000,1927.0
"170 EAST 78 STREET, RES                  ",            ,1412,0.0,1002,Upper East Side (59-79),2006-05-01,2100000,1927.0
"170 EAST 78 STREET, 4A                   ",            ,1412,0.0,1002,Upper East Side (59-79),2006-08-03,1350000,1927.0
"170 EAST 78TH STREET, 4F                 ",            ,1412,0.0,1002,Upper East Side (59-79),2006-11-16,1400000,1927.0
"233 EAST 69TH STREET, 15-J               ",            ,1424,0.0,1003,Upper East Side (59-79),2006-01-12,680000,1957.0
"233 EAST 69 STREET, 11C                  ",            ,1424,0.0,1003,Upper East Side (59-79),2006-03-28,749000,1957.0
"233 EAST 69 STREET, 12K                  ",            ,1424,0.0,1003,Upper East Side (59-79),2006-04-13,595000,1957.0
"233 EAST 69 STREET, 2H                   ",            ,1424,0.0,1003,Upper East Side (59-79),2006-03-28,535000,1957.0
"233 EAST 69TH STREET, 10H                ",            ,1424,0.0,1003,Upper East Side (59-79),2006-05-12,556250,1957.0
"233 EAST 69 STREET, 11L                  ",            ,1424,0.0,1003,Upper East Side (59-79),2006-06-05,927500,1957.0
"233 EAST 69TH STREET, 2-O                ",            ,1424,0.0,1003,Upper East Side (59-79),2006-06-15,313000,1957.0
"233 EAST 69 STREET, RES                  ",            ,1424,0.0,1003,Upper East Side (59-79),2006-06-20,640000,1957.0
"233 EAST 69TH STREET, 17HI               ",            ,1424,0.0,1003,Upper East Side (59-79),2006-06-29,1350000,1957.0
"233 EAST 69TH STREET, 17K                ",            ,1424,0.0,1003,Upper East Side (59-79),2006-08-23,550000,1957.0
"233 E. 69 ST, RES                        ",            ,1424,0.0,1003,Upper East Side (59-79),2006-08-21,925000,1957.0
"233 EAST 69TH STREET, 12N                ",            ,1424,0.0,1003,Upper East Side (59-79),2006-09-13,785000,1957.0
"233 EAST 69 STREET, 5I                   ",            ,1424,0.0,1003,Upper East Side (59-79),2006-10-16,689000,1957.0
"233 EAST 69 STREET, 4FG                  ",            ,1424,0.0,1003,Upper East Side (59-79),2006-08-22,912000,1957.0
"233 EAST 69 STREET, 7B                   ",            ,1424,0.0,1003,Upper East Side (59-79),2006-11-28,825000,1957.0
"233 EAST 69TH   STREET, RES              ",            ,1424,0.0,1003,Upper East Side (59-79),2006-12-20,559000,1957.0
"233 EAST 70TH STREET, 4V                 ",            ,1425,0.0,1002,Upper East Side (59-79),2006-05-30,405000,1957.0
"1329 2 AVENUE, RES                       ",            ,1425,0.0,1002,Upper East Side (59-79),2006-06-05,639000,1957.0
"233 EAST 70TH STREET, 14T                ",            ,1425,0.0,1002,Upper East Side (59-79),2006-07-11,650000,1957.0
"233 EAST 70TH STREET, 16T                ",            ,1425,0.0,1002,Upper East Side (59-79),2006-08-04,625000,1957.0
"233 EAST 70TH STREET, 15-S               ",            ,1425,0.0,1002,Upper East Side (59-79),2006-07-20,685000,1957.0
"1329 2 AVENUE, RES                       ",            ,1425,0.0,1002,Upper East Side (59-79),2006-09-07,1444000,1957.0
"233 EAST 70TH STREET, 7V                 ",            ,1425,0.0,1002,Upper East Side (59-79),2006-09-28,385000,1957.0
"1329 2 AVENUE, RES                       ",            ,1425,0.0,1002,Upper East Side (59-79),2006-12-11,675000,1957.0
"240 EAST 76 STREET, 17U                  ",            ,1430,0.0,1004,Upper East Side (59-79),2006-01-04,375000,1957.0
"240 EAST 76 STREET, 7R                   ",            ,1430,0.0,1004,Upper East Side (59-79),2006-03-02,380000,1957.0
"240 EAST 76 STREET, RES                  ",            ,1430,0.0,1004,Upper East Side (59-79),2006-03-28,419000,1957.0
"240 EAST 76 STREET, RES                  ",            ,1430,0.0,1004,Upper East Side (59-79),2006-05-31,860000,1957.0
"240 EAST 76 STREET, 17B                  ",            ,1430,0.0,1004,Upper East Side (59-79),2006-07-24,685000,1957.0
"240 EAST 76 STREET, 14T                  ",            ,1430,0.0,1004,Upper East Side (59-79),2006-08-17,383000,1957.0
"240 EAST 76 STREET, 11A                  ",            ,1430,0.0,1004,Upper East Side (59-79),2006-08-23,415000,1957.0
"240 EAST 76 STREET, RES                  ",            ,1430,0.0,1004,Upper East Side (59-79),2006-08-07,370000,1957.0
"240 EAST 76TH   STREET, RES              ",            ,1430,0.0,1004,Upper East Side (59-79),2006-12-13,390000,1957.0
"205 EAST 78TH STREET, 14D                ",            ,1433,0.0,1002,Upper East Side (59-79),2006-04-27,295000,1931.0
"205 EAST 78 STREET, RES                  ",            ,1433,0.0,1002,Upper East Side (59-79),2006-03-08,670000,1931.0
"205 EAST 78TH STREET, 2A                 ",            ,1433,0.0,1002,Upper East Side (59-79),2006-05-26,460000,1931.0
"205 EAST 78TH STREET, 9F                 ",            ,1433,0.0,1002,Upper East Side (59-79),2006-05-24,625000,1931.0
"205 EAST 78 STREET, RES                  ",            ,1433,0.0,1002,Upper East Side (59-79),2006-06-15,1035000,1931.0
"205 EAST 78TH STREET, 5A                 ",            ,1433,0.0,1002,Upper East Side (59-79),2006-06-09,405000,1931.0
"205 EAST 78TH STREET, 19C                ",            ,1433,0.0,1002,Upper East Side (59-79),2006-07-14,1150000,1931.0
"205 EAST 78TH STREET, 9B                 ",            ,1433,0.0,1002,Upper East Side (59-79),2006-06-29,534000,1931.0
"205 EAST 78 STREET, RES                  ",            ,1433,0.0,1002,Upper East Side (59-79),2006-07-31,1415000,1931.0
"205 EAST 78TH STREET, 8A                 ",            ,1433,0.0,1002,Upper East Side (59-79),2006-09-08,475000,1931.0
"205 EAST 78 STREET, 12D                  ",            ,1433,0.0,1002,Upper East Side (59-79),2006-11-20,350000,1931.0
"205 EAST 78TH STREET, 14F                ",            ,1433,0.0,1002,Upper East Side (59-79),2006-11-17,645000,1931.0
"205 EAST 78 STREET, RES                  ",            ,1433,0.0,1002,Upper East Side (59-79),2006-12-12,640000,1931.0
"301 EAST 69 STREET, 8F                   ",            ,1444,0.0,1003,Upper East Side (59-79),2006-02-17,607500,1963.0
"301 EAST 69TH STREET, 10D                ",            ,1444,0.0,1003,Upper East Side (59-79),2006-02-14,799000,1963.0
"301 EAST 69 STREET, 16-A                 ",            ,1444,0.0,1003,Upper East Side (59-79),2006-05-02,385000,1963.0
"301 EAST 69 STREET, 1                    ",            ,1444,0.0,1003,Upper East Side (59-79),2006-06-19,350000,1963.0
"301 EAST 69TH STREET, 18F                ",            ,1444,0.0,1003,Upper East Side (59-79),2006-07-28,362000,1963.0
"301 EAST 69 STREET, 7G                   ",            ,1444,0.0,1003,Upper East Side (59-79),2006-08-10,750000,1963.0
"301 EAST 69TH   STREET, 1                ",            ,1444,0.0,1003,Upper East Side (59-79),2006-12-01,1195000,1963.0
"300 EAST 71 STREET, RES                  ",            ,1445,0.0,1002,Upper East Side (59-79),2006-02-15,600000,1960.0
"300 EAST 71 STREET, RES                  ",            ,1445,0.0,1002,Upper East Side (59-79),2006-05-11,490000,1960.0
"300 EAST 71ST STREET, 12K                ",            ,1445,0.0,1002,Upper East Side (59-79),2006-08-17,580000,1960.0
"300 EAST 71ST STREET, RES                ",            ,1445,0.0,1002,Upper East Side (59-79),2006-09-27,650000,1960.0
"300 EAST 71 STREET, 15L                  ",            ,1445,0.0,1002,Upper East Side (59-79),2006-10-24,630000,1960.0
"300 EAST 71 STREET, RES                  ",            ,1445,0.0,1002,Upper East Side (59-79),2006-10-20,927500,1960.0
"300 EAST 71 STREET, 10K                  ",            ,1445,0.0,1002,Upper East Side (59-79),2006-11-10,550000,1960.0
"305 EAST 72 STREET, 11E                  ",            ,1447,0.0,1002,Upper East Side (59-79),2006-01-11,835000,1961.0
"305 EAST 72 STREET, 13DE                 ",            ,1447,0.0,1002,Upper East Side (59-79),2006-03-31,1595000,1961.0
"305 EAST 72 STREET, 1                    ",            ,1447,0.0,1002,Upper East Side (59-79),2006-06-09,1840000,1961.0
"305 EAST 72 STREET, 5AS                  ",            ,1447,0.0,1002,Upper East Side (59-79),2006-06-23,335000,1961.0
"305 EAST 72 STREET, 1                    ",            ,1447,0.0,1002,Upper East Side (59-79),2006-08-07,335000,1961.0
"305 EAST 72ND STREET, 10F                ",            ,1447,0.0,1002,Upper East Side (59-79),2006-08-28,460000,1961.0
"305 EAST 72ND   STREET, 2GS              ",            ,1447,0.0,1002,Upper East Side (59-79),2006-12-07,375000,1961.0
"340 EAST 74TH STREET, RES                ",            ,1448,0.0,1002,Upper East Side (59-79),2006-03-24,700410,1957.0
"340 EAST 74 STREET, 3D                   ",            ,1448,0.0,1002,Upper East Side (59-79),2006-05-11,665000,1957.0
"340 EAST 74 STREET, 9D                   ",            ,1448,0.0,1002,Upper East Side (59-79),2006-06-22,630000,1957.0
"340 EAST 74 STREET, 6G                   ",            ,1448,0.0,1002,Upper East Side (59-79),2006-10-12,751182,1957.0
"340 EAST 74TH STREET, 7C                 ",            ,1448,0.0,1002,Upper East Side (59-79),2006-11-02,926698,1957.0
